definition_id,title,year,definition_number,definition,score_convexity,is_convexity,score_asymmetry,is_asymmetry,score_protective_rore,is_protective_rore,score_iterative_learning,is_iterative_learning,score_adaptive_restructuring,is_adaptive_restructuring,score_growth_through_disorder,is_growth_through_disorder,amf_any,non_amf
7fa31771-afd2-4e87-ab4a-00ba6b1b20ab,"significant leap in the industrial revolution from industry 4.0 to industry 5.0: needs, problems, and driving forces",2024,0,"antifragility, a critical characteristic of systems that thrive under stress, shocks, errors, and failures, will play a pivotal role in ensuring adaptability and robustness in the face of global challenges, such as climate change and biodiversity issues.",0.44791772961616516,False,0.3340918719768524,False,0.4602140188217163,False,0.38482803106307983,False,0.46202903985977173,False,0.3763626217842102,False,False,True
f2b4decb-a8da-40a1-9c8f-43556e09b78e,the effect of digital governance to stimulate the antifragile capabilities of public sector organizations,2024,2,antifragile organizations are better prepared to respond to crises and emerge more robust... transforming [risks] into opportunities.,0.209571972489357,False,0.20836925506591797,False,0.3372763395309448,False,0.2735496461391449,False,0.2836156487464905,False,0.3734477758407593,False,False,True
909523c2-0d70-4faa-a67e-3c31c0e39d28,introducing antifragility analysis algorithm for assessing digitalization strategies of the agricultural economy in the small farming section,2024,2,the ability to deal with uncertainty completely and internally consistently is an essential characteristic of antifragility.,0.36729156970977783,False,0.28673428297042847,False,0.3986518383026123,False,0.44626525044441223,False,0.28144723176956177,False,0.3676028549671173,False,False,True
13c3cccd-c17e-487f-bbfd-8f26054927c4,stocks and cryptocurrencies: antifragile or robust? a novel antifragility measure of the stock and cryptocurrency markets,2023,0,"a system is antifragile when it benefits from noise or disorder. thus, noise acts as a constructive element that allows the system to perform a function successfully. therefore, one expects to encounter antifragility in a complex dynamical system that is nonlinear, has many degrees of freedom and is out of equilibrium.",0.4819314777851105,False,0.3602176010608673,False,0.39256057143211365,False,0.3021675646305084,False,0.3406601548194885,False,0.38753262162208557,False,False,True
21f9aa40-523e-4a1f-8339-fd8bcb266b30,building supply chain resilience and antifragility: strategies and technologies for mitigating disruptions,2023,0,supply chains that are resilient and antifragileâ€”capable of surviving and thriving amid disruptions.,0.2958631217479706,False,0.30575132369995117,False,0.36014336347579956,False,0.3091214895248413,False,0.34498199820518494,False,0.36626070737838745,False,False,True
e17605a7-c483-4f4c-a1f9-86d4833ee9e9,investigating the interaction of factors for implementing additive manufacturing to build an antifragile supply chain: tism-micmac approach,2022,0,"while a resilient supply chain aims at absorbing shocks, an antifragile supply chain sees these shocks as an opportunity to get stronger and better. an antifragile supply chain does not only respond to disruption but also thrives in it .",0.3662722706794739,False,0.3537258505821228,False,0.4633711576461792,False,0.34731221199035645,False,0.40501248836517334,False,0.3861609697341919,False,False,True
715ee7f1-60db-410a-8a79-0fe297c19a12,antifragile philosophy in r&d projects: applying q methodology and the possibility of open innovation,2021,0,"the concept of antifragile was created by nicholas nasim taleb in 2012. it is a neologism that taleb uses to define the opposite to fragile... the opposite is what not only does not deteriorate, break down and/or collapse but also improves.",0.30251652002334595,False,0.257887601852417,False,0.332394540309906,False,0.19889280200004578,False,0.30720412731170654,False,0.27295351028442383,False,False,True
d0bbe397-7338-4c08-b90b-c3b549ab5795,gaining from disorder: making the case for antifragility in purchasing and supply chain management,2021,0,"unlike robust or resilient supply chains, the antifragile supply chain loves disorder and thrives in the world of randomness. in other words, robust and resilient supply chains are placed on a continuum from the fragile to antifragile supply chain.",0.32102274894714355,False,0.310968279838562,False,0.3503267467021942,False,0.31739598512649536,False,0.347917377948761,False,0.35575157403945923,False,False,True
ed705d86-e2d8-4eef-8572-880ca8be6272,supraresilience of bio-socio-technical infrastructures,2020,0,antifragility ... did not exist as a notion before nicholas taleb introduced it in 2012 as an antonym to fragility and demonstrates itself as the ability of a system to become stronger (up to an unknown point) after experiencing a stressor.,0.3867684602737427,False,0.31117647886276245,False,0.39375126361846924,False,0.28796833753585815,False,0.3444344401359558,False,0.2943567633628845,False,False,True
fd02c8ea-b13a-4ef0-bc29-a8e7d9fdbfe2,a philosophy of security architecture design,2020,0,"there may exist vulnerabilities and there may be exposure, but steps will be taken to mitigate weaknesses. upon experiencing adversities, a host of measures will be taken to strengthen the system. one will learn from the incident, and improve on the system in as many ways as are practical.",0.287996768951416,False,0.2594481110572815,False,0.3500809073448181,False,0.3249444365501404,False,0.4277136027812958,False,0.31403273344039917,False,False,True
b640ec13-2f81-442c-90ff-db8c18d9da9b,black-swan type catastrophes and antifragility/supra-resilience of urban socio-technical infrastructures,2020,2,antifragility is principally more than resilience or robustness.,0.4205615222454071,False,0.3357587158679962,False,0.4425906538963318,False,0.31340914964675903,False,0.37225478887557983,False,0.36524051427841187,False,False,True
872629dc-18ff-4571-b62f-89af9d28daaa,approaches for resilience and antifragility in collaborative business ecosystems,2020,2,taleb called it antifragile and introduced the concept of antifragility as a property beyond robustness and resilience. ,0.4772377610206604,False,0.30597028136253357,False,0.4811621606349945,False,0.3118901550769806,False,0.37432369589805603,False,0.3487449288368225,False,False,True
5a88f18d-2daf-4257-87fc-e3f41bed8970,approaches for resilience and antifragility in collaborative business ecosystems,2020,3,"according to , the idea behind antifragility is to survive (even thrive) in the age of complexity and volatility when dealing with unknown randomness and disruptions. ",0.36929813027381897,False,0.3395867645740509,False,0.42848849296569824,False,0.34280192852020264,False,0.3767618238925934,False,0.38672658801078796,False,False,True
5054d98a-41d0-46d3-acf3-bb4c8a5e9044,approaches for resilience and antifragility in collaborative business ecosystems,2020,4,"antifragility and fragility are degrees on a spectrum, and we can almost always detect antifragility (and fragility) using a simple test of asymmetry: anything that has more upside than downside (convex) from random events (or certain shocks) is antifragile. anything that acts reversely is fragile. ",0.37745505571365356,False,0.3847842216491699,False,0.2971419095993042,False,0.20211093127727509,False,0.18339678645133972,False,0.29455187916755676,False,False,True
e26ecf43-af0a-4550-9c70-db076f8ed532,building antifragility in service organisations: going beyond resilience,2014,1,the implications of antifragility go beyond resilience or robustness. a resilient system resists stress and remains the same; while an antifragile system improves. ,0.49148768186569214,False,0.39106863737106323,False,0.5177810192108154,False,0.4382871389389038,False,0.47539782524108887,False,0.3621576428413391,False,False,True
